experiment_id,stream,dag_id,cell_id,task_count,topology_family,weight_type,target_rho_l_bin,observation_index,accepted_attempt,raw_seed,rho_l,reference_path,reference_path_weight,longest_path_count,path_multiplicity,rho_h_low,rho_h_high,weights_json,human_low_json,human_high_json,predecessors_json
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_homogeneous_10,n8_wide_layered_homogeneous,8,wide_layered,homogeneous,low,10,0,6209908695486048490,0.25,t01->t06,24,7,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""1.728"",""1.344"",""1.344"",""1.344"",""1.344"",""1.728"",""1.344"",""1.344""]","[""4.032"",""0.576"",""0.576"",""0.576"",""0.576"",""4.032"",""0.576"",""0.576""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_homogeneous_11,n8_wide_layered_homogeneous,8,wide_layered,homogeneous,low,11,0,12078901624161907898,0.25,t01->t02,24,7,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""1.728"",""1.728"",""1.344"",""1.344"",""1.344"",""1.344"",""1.344"",""1.344""]","[""4.032"",""4.032"",""0.576"",""0.576"",""0.576"",""0.576"",""0.576"",""0.576""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_homogeneous_12,n8_wide_layered_homogeneous,8,wide_layered,homogeneous,low,12,0,4245020740478436213,0.25,t01->t02,24,7,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""1.728"",""1.728"",""1.344"",""1.344"",""1.344"",""1.344"",""1.344"",""1.344""]","[""4.032"",""4.032"",""0.576"",""0.576"",""0.576"",""0.576"",""0.576"",""0.576""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_homogeneous_13,n8_wide_layered_homogeneous,8,wide_layered,homogeneous,low,13,0,18362440099073130637,0.25,t01->t05,24,7,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""1.728"",""1.344"",""1.344"",""1.344"",""1.728"",""1.344"",""1.344"",""1.344""]","[""4.032"",""0.576"",""0.576"",""0.576"",""4.032"",""0.576"",""0.576"",""0.576""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_homogeneous_14,n8_wide_layered_homogeneous,8,wide_layered,homogeneous,low,14,0,14332015246363472838,0.25,t01->t04,24,7,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""1.728"",""1.344"",""1.344"",""1.728"",""1.344"",""1.344"",""1.344"",""1.344""]","[""4.032"",""0.576"",""0.576"",""4.032"",""0.576"",""0.576"",""0.576"",""0.576""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_homogeneous_15,n8_wide_layered_homogeneous,8,wide_layered,homogeneous,low,15,0,15770869621340777159,0.25,t01->t05,24,7,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""1.728"",""1.344"",""1.344"",""1.344"",""1.728"",""1.344"",""1.344"",""1.344""]","[""4.032"",""0.576"",""0.576"",""0.576"",""4.032"",""0.576"",""0.576"",""0.576""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_homogeneous_16,n8_wide_layered_homogeneous,8,wide_layered,homogeneous,low,16,0,14654553871029643111,0.25,t01->t08,24,7,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""1.728"",""1.344"",""1.344"",""1.344"",""1.344"",""1.344"",""1.344"",""1.728""]","[""4.032"",""0.576"",""0.576"",""0.576"",""0.576"",""0.576"",""0.576"",""4.032""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_homogeneous_17,n8_wide_layered_homogeneous,8,wide_layered,homogeneous,low,17,0,7419489746047202046,0.25,t01->t04,24,7,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""1.728"",""1.344"",""1.344"",""1.728"",""1.344"",""1.344"",""1.344"",""1.344""]","[""4.032"",""0.576"",""0.576"",""4.032"",""0.576"",""0.576"",""0.576"",""0.576""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_homogeneous_18,n8_wide_layered_homogeneous,8,wide_layered,homogeneous,low,18,0,843685751226921299,0.25,t01->t03,24,7,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""1.728"",""1.344"",""1.728"",""1.344"",""1.344"",""1.344"",""1.344"",""1.344""]","[""4.032"",""0.576"",""4.032"",""0.576"",""0.576"",""0.576"",""0.576"",""0.576""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_homogeneous_19,n8_wide_layered_homogeneous,8,wide_layered,homogeneous,low,19,0,14962466573197199526,0.25,t01->t05,24,7,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""1.728"",""1.344"",""1.344"",""1.344"",""1.728"",""1.344"",""1.344"",""1.344""]","[""4.032"",""0.576"",""0.576"",""0.576"",""4.032"",""0.576"",""0.576"",""0.576""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_00,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,0,11,1506204724662273275,0.2608695652173913043478260870,t01->t02,72,2,tied,0.3,0.7,"[""12"",""60"",""24"",""24"",""36"",""60"",""24"",""36""]","[""1.656"",""8.280"",""2.728"",""2.727"",""4.091"",""6.819"",""2.728"",""4.091""]","[""3.864"",""19.320"",""1.169"",""1.169"",""1.754"",""2.922"",""1.169"",""1.753""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_01,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,1,6,14289101825422064060,0.2857142857142857142857142857,t01->t08,72,1,unique,0.3,0.7,"[""12"",""24"",""36"",""12"",""48"",""36"",""24"",""60""]","[""1.512"",""2.822"",""4.234"",""1.411"",""5.645"",""4.234"",""2.822"",""7.560""]","[""3.528"",""1.210"",""1.814"",""0.605"",""2.419"",""1.814"",""1.210"",""17.640""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_02,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,2,16,4232896292668445695,0.2857142857142857142857142857,t01->t06,72,2,tied,0.3,0.7,"[""12"",""12"",""12"",""36"",""36"",""60"",""24"",""60""]","[""1.512"",""1.411"",""1.411"",""4.234"",""4.234"",""7.560"",""2.822"",""7.056""]","[""3.528"",""0.605"",""0.605"",""1.814"",""1.814"",""17.640"",""1.210"",""3.024""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_03,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,3,1,2430596399180878210,0.2631578947368421052631578947,t01->t07,60,3,tied,0.3,0.7,"[""24"",""24"",""24"",""24"",""24"",""36"",""36"",""36""]","[""3.283"",""2.736"",""2.736"",""2.736"",""2.736"",""4.104"",""4.925"",""4.104""]","[""7.661"",""1.172"",""1.173"",""1.172"",""1.173"",""1.759"",""11.491"",""1.759""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_04,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,4,6,15906831824463161536,0.25,t01->t02,48,2,tied,0.3,0.7,"[""12"",""36"",""24"",""24"",""36"",""12"",""24"",""24""]","[""1.728"",""5.184"",""2.688"",""2.688"",""4.032"",""1.344"",""2.688"",""2.688""]","[""4.032"",""12.096"",""1.152"",""1.152"",""1.728"",""0.576"",""1.152"",""1.152""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_05,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,5,8,1175069958481884210,0.2666666666666666666666666667,t01->t05,48,2,tied,0.3,0.7,"[""12"",""12"",""24"",""36"",""36"",""12"",""24"",""24""]","[""1.620"",""1.375"",""2.749"",""4.124"",""4.860"",""1.374"",""2.749"",""2.749""]","[""3.780"",""0.589"",""1.178"",""1.768"",""11.340"",""0.589"",""1.178"",""1.178""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_06,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,6,1,11840713424266372330,0.25,t01->t05,48,1,unique,0.3,0.7,"[""12"",""24"",""24"",""24"",""36"",""24"",""24"",""24""]","[""1.728"",""2.688"",""2.688"",""2.688"",""5.184"",""2.688"",""2.688"",""2.688""]","[""4.032"",""1.152"",""1.152"",""1.152"",""12.096"",""1.152"",""1.152"",""1.152""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_07,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,7,14,6559093446732756269,0.2222222222222222222222222222,t01->t05,48,4,tied,0.3,0.7,"[""12"",""36"",""36"",""36"",""36"",""24"",""12"",""24""]","[""1.944"",""3.888"",""3.888"",""3.888"",""5.832"",""2.592"",""1.296"",""2.592""]","[""4.536"",""1.666"",""1.666"",""1.666"",""13.608"",""1.111"",""0.556"",""1.111""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_08,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,8,2,4545195329094984271,0.2352941176470588235294117647,t01->t05,48,4,tied,0.3,0.7,"[""12"",""36"",""12"",""36"",""36"",""12"",""24"",""36""]","[""1.836"",""3.955"",""1.318"",""3.954"",""5.508"",""1.318"",""2.636"",""3.955""]","[""4.284"",""1.694"",""0.565"",""1.695"",""12.852"",""0.565"",""1.130"",""1.695""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_09,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,9,7,17153481307673324688,0.2666666666666666666666666667,t01->t02,48,2,tied,0.3,0.7,"[""12"",""36"",""12"",""24"",""24"",""12"",""36"",""24""]","[""1.620"",""4.860"",""1.374"",""2.749"",""2.749"",""1.375"",""4.124"",""2.749""]","[""3.780"",""11.340"",""0.589"",""1.178"",""1.178"",""0.589"",""1.768"",""1.178""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_10,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,10,0,9699048137015219785,0.2380952380952380952380952381,t01->t02,60,3,tied,0.3,0.7,"[""12"",""48"",""36"",""12"",""24"",""48"",""48"",""24""]","[""1.814"",""7.258"",""3.969"",""1.323"",""2.646"",""5.292"",""5.292"",""2.646""]","[""4.234"",""16.934"",""1.701"",""0.567"",""1.134"",""2.268"",""2.268"",""1.134""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_11,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,11,1,80998698053436776,0.25,t01->t05,36,4,tied,0.3,0.7,"[""12"",""24"",""12"",""24"",""24"",""24"",""12"",""12""]","[""1.728"",""2.688"",""1.344"",""2.688"",""3.456"",""2.688"",""1.344"",""1.344""]","[""4.032"",""1.152"",""0.576"",""1.152"",""8.064"",""1.152"",""0.576"",""0.576""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_12,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,12,1,9295753274870092427,0.2941176470588235294117647059,t01->t08,60,1,unique,0.3,0.7,"[""12"",""24"",""36"",""24"",""24"",""24"",""12"",""48""]","[""1.469"",""2.856"",""4.284"",""2.856"",""2.856"",""2.856"",""1.428"",""5.875""]","[""3.427"",""1.224"",""1.836"",""1.224"",""1.224"",""1.224"",""0.612"",""13.709""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_13,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,13,2,1560838698252898166,0.2692307692307692307692307692,t01->t04,84,2,tied,0.3,0.7,"[""12"",""60"",""24"",""72"",""72"",""12"",""36"",""24""]","[""1.605"",""6.897"",""2.759"",""9.627"",""8.276"",""1.379"",""4.138"",""2.759""]","[""3.744"",""2.956"",""1.182"",""22.464"",""3.547"",""0.591"",""1.774"",""1.182""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_14,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,14,4,4369531351658899549,0.2692307692307692307692307692,t01->t06,84,2,tied,0.3,0.7,"[""12"",""36"",""24"",""36"",""36"",""72"",""24"",""72""]","[""1.605"",""4.138"",""2.759"",""4.138"",""4.138"",""9.627"",""2.759"",""8.276""]","[""3.744"",""1.773"",""1.182"",""1.774"",""1.774"",""22.464"",""1.182"",""3.547""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_15,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,15,3,3305044066366173724,0.2777777777777777777777777778,t01->t06,60,2,tied,0.3,0.7,"[""12"",""36"",""24"",""48"",""24"",""48"",""12"",""12""]","[""1.555"",""4.187"",""2.791"",""5.583"",""2.791"",""6.221"",""1.396"",""1.396""]","[""3.629"",""1.795"",""1.196"",""2.393"",""1.196"",""14.515"",""0.598"",""0.598""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_16,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,16,0,1528717721439182218,0.25,t01->t05,36,4,tied,0.3,0.7,"[""12"",""12"",""24"",""24"",""24"",""24"",""12"",""12""]","[""1.728"",""1.344"",""2.688"",""2.688"",""3.456"",""2.688"",""1.344"",""1.344""]","[""4.032"",""0.576"",""1.152"",""1.152"",""8.064"",""1.152"",""0.576"",""0.576""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_17,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,17,1,8348721775567969706,0.2631578947368421052631578947,t01->t05,60,3,tied,0.3,0.7,"[""24"",""36"",""24"",""24"",""36"",""24"",""24"",""36""]","[""3.283"",""4.104"",""2.736"",""2.736"",""4.925"",""2.736"",""2.736"",""4.104""]","[""7.661"",""1.759"",""1.172"",""1.173"",""11.491"",""1.173"",""1.172"",""1.759""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_18,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,18,2,9296540370540686912,0.2857142857142857142857142857,t01->t03,48,2,tied,0.3,0.7,"[""12"",""36"",""36"",""12"",""12"",""24"",""12"",""24""]","[""1.512"",""4.234"",""4.536"",""1.411"",""1.411"",""2.823"",""1.411"",""2.822""]","[""3.528"",""1.814"",""10.584"",""0.605"",""0.605"",""1.210"",""0.605"",""1.209""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_wide_layered_lognormal_19,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,19,1,15666120724402929015,0.2941176470588235294117647059,t01->t02,60,3,tied,0.3,0.7,"[""24"",""36"",""24"",""36"",""12"",""24"",""36"",""12""]","[""2.938"",""4.406"",""2.856"",""4.284"",""1.428"",""2.856"",""4.284"",""1.428""]","[""6.854"",""10.282"",""1.224"",""1.836"",""0.612"",""1.224"",""1.836"",""0.612""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,confirmatory,exp08_confirmatory_n8_mixed_homogeneous_00,n8_mixed_homogeneous,8,mixed,homogeneous,medium,0,0,8293231574717321094,0.5,t01->t02->t06->t08,48,5,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.864"",""0.864"",""2.016"",""2.016"",""2.016"",""0.864"",""2.016"",""0.864""]","[""2.016"",""2.016"",""0.864"",""0.864"",""0.864"",""2.016"",""0.864"",""2.016""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t02"",""t04""],""t06"":[""t02"",""t04""],""t07"":[""t03""],""t08"":[""t05"",""t06"",""t07""]}"
