experiment_id,dag_id,cell_id,task_count,topology_family,weight_type,target_rho_l_bin,human_concentration_bin,observation_seed,accepted_attempt,raw_seed,acceptance_reason,rho_l,rho_h_cp,critical_path,weights_json,human_shares_json,predecessors_json
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s10,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,10,0,717000,accepted_all_graph_and_bin_checks,0.25,0.1818181818181818181818181818,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.20"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.20""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s11,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,11,0,718000,accepted_all_graph_and_bin_checks,0.25,0.1818181818181818181818181818,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.20"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.20""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s12,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,12,0,719000,accepted_all_graph_and_bin_checks,0.25,0.1818181818181818181818181818,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.20"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.20""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s13,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,13,0,720000,accepted_all_graph_and_bin_checks,0.25,0.1818181818181818181818181818,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.20"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.20""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s14,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,14,0,721000,accepted_all_graph_and_bin_checks,0.25,0.1818181818181818181818181818,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.20"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.20""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s15,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,15,0,722000,accepted_all_graph_and_bin_checks,0.25,0.1818181818181818181818181818,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.20"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.20""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s16,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,16,0,723000,accepted_all_graph_and_bin_checks,0.25,0.1818181818181818181818181818,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.20"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.20""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s17,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,17,0,724000,accepted_all_graph_and_bin_checks,0.25,0.1818181818181818181818181818,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.20"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.20""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s18,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,18,0,725000,accepted_all_graph_and_bin_checks,0.25,0.1818181818181818181818181818,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.20"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.20""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s19,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,19,0,726000,accepted_all_graph_and_bin_checks,0.25,0.1818181818181818181818181818,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.20"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.30"",""0.20""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s00,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,0,0,707000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s01,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,1,0,708000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s02,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,2,0,709000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s03,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,3,0,710000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s04,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,4,0,711000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s05,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,5,0,712000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s06,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,6,0,713000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s07,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,7,0,714000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s08,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,8,0,715000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s09,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,9,0,716000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s10,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,10,0,717000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s11,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,11,0,718000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s12,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,12,0,719000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s13,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,13,0,720000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s14,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,14,0,721000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s15,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,15,0,722000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s16,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,16,0,723000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s17,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,17,0,724000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s18,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,18,0,725000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhmedium_s19,n8_wide_layered_homogeneous_rhmedium,8,wide_layered,homogeneous,low,medium,19,0,726000,accepted_all_graph_and_bin_checks,0.25,0.4545454545454545454545454545,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.50"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.20"",""0.50""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhhigh_s00,n8_wide_layered_homogeneous_rhhigh,8,wide_layered,homogeneous,low,high,0,0,707000,accepted_all_graph_and_bin_checks,0.25,0.75,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.45"",""0.05"",""0.05"",""0.05"",""0.05"",""0.05"",""0.05"",""0.45""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhhigh_s01,n8_wide_layered_homogeneous_rhhigh,8,wide_layered,homogeneous,low,high,1,0,708000,accepted_all_graph_and_bin_checks,0.25,0.75,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.45"",""0.05"",""0.05"",""0.05"",""0.05"",""0.05"",""0.05"",""0.45""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhhigh_s02,n8_wide_layered_homogeneous_rhhigh,8,wide_layered,homogeneous,low,high,2,0,709000,accepted_all_graph_and_bin_checks,0.25,0.75,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.45"",""0.05"",""0.05"",""0.05"",""0.05"",""0.05"",""0.05"",""0.45""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhhigh_s03,n8_wide_layered_homogeneous_rhhigh,8,wide_layered,homogeneous,low,high,3,0,710000,accepted_all_graph_and_bin_checks,0.25,0.75,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.45"",""0.05"",""0.05"",""0.05"",""0.05"",""0.05"",""0.05"",""0.45""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhhigh_s04,n8_wide_layered_homogeneous_rhhigh,8,wide_layered,homogeneous,low,high,4,0,711000,accepted_all_graph_and_bin_checks,0.25,0.75,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.45"",""0.05"",""0.05"",""0.05"",""0.05"",""0.05"",""0.05"",""0.45""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhhigh_s05,n8_wide_layered_homogeneous_rhhigh,8,wide_layered,homogeneous,low,high,5,0,712000,accepted_all_graph_and_bin_checks,0.25,0.75,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.45"",""0.05"",""0.05"",""0.05"",""0.05"",""0.05"",""0.05"",""0.45""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-07,exp07_n8_wide_layered_homogeneous_rhhigh_s06,n8_wide_layered_homogeneous_rhhigh,8,wide_layered,homogeneous,low,high,6,0,713000,accepted_all_graph_and_bin_checks,0.25,0.75,t01->t08,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.45"",""0.05"",""0.05"",""0.05"",""0.05"",""0.05"",""0.05"",""0.45""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
