experiment_id,u,seed,variant,logical_task_id,task_id,resource,common_multiplier,residual_multiplier,applied_multiplier
EXP-06B,0.05,2,4,5,5,agent,1.009395557117,1.000000000000,1.009395557117
EXP-06B,0.05,2,3,5,5,human,1.009482195608,1.000000000000,1.009482195608
EXP-06B,0.05,2,4,5,5,human,1.009482195608,1.000000000000,1.009482195608
EXP-06B,0.05,2,3,7,7,agent,1.006899305071,1.000000000000,1.006899305071
EXP-06B,0.05,2,4,7,7,agent,1.006899305071,1.000000000000,1.006899305071
EXP-06B,0.05,2,3,7,7,human,0.965178916667,1.000000000000,0.965178916667
EXP-06B,0.05,2,4,7,7,human,0.965178916667,1.000000000000,0.965178916667
EXP-06B,0.05,2,3,6,6,agent,0.991843062546,1.000000000000,0.991843062546
EXP-06B,0.05,2,4,6,6a,agent,0.991843062546,1.005455223867,0.997253788493
EXP-06B,0.05,2,4,6,6b,agent,0.991843062546,1.012144314395,1.003888316527
EXP-06B,0.05,2,4,6,6c,agent,0.991843062546,1.011023353780,1.002776499518
EXP-06B,0.05,2,3,6,6,human,0.988163342216,1.000000000000,0.988163342216
EXP-06B,0.05,2,4,6,6a,human,0.988163342216,1.001078283629,0.989228862571
EXP-06B,0.05,2,4,6,6b,human,0.988163342216,0.998655617900,0.986834873107
EXP-06B,0.05,2,4,6,6c,human,0.988163342216,0.994362166439,0.982592241762
EXP-06B,0.05,3,3,1,1,agent,0.972897086662,1.000000000000,0.972897086662
EXP-06B,0.05,3,4,1,1,agent,0.972897086662,1.000000000000,0.972897086662
EXP-06B,0.05,3,3,1,1,human,1.003180094534,1.000000000000,1.003180094534
EXP-06B,0.05,3,4,1,1,human,1.003180094534,1.000000000000,1.003180094534
EXP-06B,0.05,3,3,2,2,agent,0.985834388165,1.000000000000,0.985834388165
EXP-06B,0.05,3,4,2,2,agent,0.985834388165,1.000000000000,0.985834388165
EXP-06B,0.05,3,3,2,2,human,1.009191092822,1.000000000000,1.009191092822
EXP-06B,0.05,3,4,2,2,human,1.009191092822,1.000000000000,1.009191092822
EXP-06B,0.05,3,3,3,3,agent,1.011395396192,1.000000000000,1.011395396192
EXP-06B,0.05,3,4,3,3,agent,1.011395396192,1.000000000000,1.011395396192
EXP-06B,0.05,3,3,3,3,human,0.956250912571,1.000000000000,0.956250912571
EXP-06B,0.05,3,4,3,3,human,0.956250912571,1.000000000000,0.956250912571
EXP-06B,0.05,3,3,4,4,agent,0.951252828599,1.000000000000,0.951252828599
EXP-06B,0.05,3,4,4,4,agent,0.951252828599,1.000000000000,0.951252828599
EXP-06B,0.05,3,3,4,4,human,1.033058177766,1.000000000000,1.033058177766
EXP-06B,0.05,3,4,4,4,human,1.033058177766,1.000000000000,1.033058177766
EXP-06B,0.05,3,3,5,5,agent,0.974982021499,1.000000000000,0.974982021499
EXP-06B,0.05,3,4,5,5,agent,0.974982021499,1.000000000000,0.974982021499
EXP-06B,0.05,3,3,5,5,human,0.972543337638,1.000000000000,0.972543337638
EXP-06B,0.05,3,4,5,5,human,0.972543337638,1.000000000000,0.972543337638
EXP-06B,0.05,3,3,7,7,agent,1.049542425810,1.000000000000,1.049542425810
EXP-06B,0.05,3,4,7,7,agent,1.049542425810,1.000000000000,1.049542425810
EXP-06B,0.05,3,3,7,7,human,0.995781228005,1.000000000000,0.995781228005
EXP-06B,0.05,3,4,7,7,human,0.995781228005,1.000000000000,0.995781228005
EXP-06B,0.05,3,3,6,6,agent,1.032954002018,1.000000000000,1.032954002018
EXP-06B,0.05,3,4,6,6a,agent,1.032954002018,1.003398340012,1.036464330934
EXP-06B,0.05,3,4,6,6b,agent,1.032954002018,0.991512978827,1.024187299532
EXP-06B,0.05,3,4,6,6c,agent,1.032954002018,1.003295354611,1.036357951751
EXP-06B,0.05,3,3,6,6,human,0.996388320096,1.000000000000,0.996388320096
EXP-06B,0.05,3,4,6,6a,human,0.996388320096,1.009018923072,1.005374669705
EXP-06B,0.05,3,4,6,6b,human,0.996388320096,1.000565667460,0.996951944546
EXP-06B,0.05,3,4,6,6c,human,0.996388320096,1.005902711585,1.002269712976
EXP-06B,0.05,4,3,1,1,agent,0.972710489581,1.000000000000,0.972710489581
EXP-06B,0.05,4,4,1,1,agent,0.972710489581,1.000000000000,0.972710489581
EXP-06B,0.05,4,3,1,1,human,0.959859767342,1.000000000000,0.959859767342
EXP-06B,0.05,4,4,1,1,human,0.959859767342,1.000000000000,0.959859767342
EXP-06B,0.05,4,3,2,2,agent,0.988413233965,1.000000000000,0.988413233965
EXP-06B,0.05,4,4,2,2,agent,0.988413233965,1.000000000000,0.988413233965
EXP-06B,0.05,4,3,2,2,human,0.964849514289,1.000000000000,0.964849514289
EXP-06B,0.05,4,4,2,2,human,0.964849514289,1.000000000000,0.964849514289
EXP-06B,0.05,4,3,3,3,agent,0.956345304888,1.000000000000,0.956345304888
EXP-06B,0.05,4,4,3,3,agent,0.956345304888,1.000000000000,0.956345304888
EXP-06B,0.05,4,3,3,3,human,0.988960708431,1.000000000000,0.988960708431
EXP-06B,0.05,4,4,3,3,human,0.988960708431,1.000000000000,0.988960708431
EXP-06B,0.05,4,3,4,4,agent,1.041413391842,1.000000000000,1.041413391842
EXP-06B,0.05,4,4,4,4,agent,1.041413391842,1.000000000000,1.041413391842
EXP-06B,0.05,4,3,4,4,human,1.029238023400,1.000000000000,1.029238023400
EXP-06B,0.05,4,4,4,4,human,1.029238023400,1.000000000000,1.029238023400
EXP-06B,0.05,4,3,5,5,agent,1.025609248949,1.000000000000,1.025609248949
EXP-06B,0.05,4,4,5,5,agent,1.025609248949,1.000000000000,1.025609248949
EXP-06B,0.05,4,3,5,5,human,0.971336855280,1.000000000000,0.971336855280
EXP-06B,0.05,4,4,5,5,human,0.971336855280,1.000000000000,0.971336855280
EXP-06B,0.05,4,3,7,7,agent,1.002422426314,1.000000000000,1.002422426314
EXP-06B,0.05,4,4,7,7,agent,1.002422426314,1.000000000000,1.002422426314
EXP-06B,0.05,4,3,7,7,human,0.976674408861,1.000000000000,0.976674408861
EXP-06B,0.05,4,4,7,7,human,0.976674408861,1.000000000000,0.976674408861
EXP-06B,0.05,4,3,6,6,agent,0.966559489139,1.000000000000,0.966559489139
EXP-06B,0.05,4,4,6,6a,agent,0.966559489139,0.993056989951,0.959848656894
EXP-06B,0.05,4,4,6,6b,agent,0.966559489139,1.010482867377,0.976691804076
EXP-06B,0.05,4,4,6,6c,agent,0.966559489139,1.008056310408,0.974346392412
EXP-06B,0.05,4,3,6,6,human,0.960149667295,1.000000000000,0.960149667295
EXP-06B,0.05,4,4,6,6a,human,0.960149667295,1.007508860327,0.967359297039
EXP-06B,0.05,4,4,6,6b,human,0.960149667295,1.007356375844,0.967212889114
EXP-06B,0.05,4,4,6,6c,human,0.960149667295,0.992549232355,0.952995815220
EXP-06B,0.05,5,3,1,1,agent,1.011110125674,1.000000000000,1.011110125674
EXP-06B,0.05,5,4,1,1,agent,1.011110125674,1.000000000000,1.011110125674
EXP-06B,0.05,5,3,1,1,human,1.023212628134,1.000000000000,1.023212628134
EXP-06B,0.05,5,4,1,1,human,1.023212628134,1.000000000000,1.023212628134
EXP-06B,0.05,5,3,2,2,agent,1.028696459963,1.000000000000,1.028696459963
EXP-06B,0.05,5,4,2,2,agent,1.028696459963,1.000000000000,1.028696459963
EXP-06B,0.05,5,3,2,2,human,1.043969620116,1.000000000000,1.043969620116
EXP-06B,0.05,5,4,2,2,human,1.043969620116,1.000000000000,1.043969620116
EXP-06B,0.05,5,3,3,3,agent,1.023019260186,1.000000000000,1.023019260186
EXP-06B,0.05,5,4,3,3,agent,1.023019260186,1.000000000000,1.023019260186
EXP-06B,0.05,5,3,3,3,human,1.041868964091,1.000000000000,1.041868964091
EXP-06B,0.05,5,4,3,3,human,1.041868964091,1.000000000000,1.041868964091
EXP-06B,0.05,5,3,4,4,agent,0.952761803125,1.000000000000,0.952761803125
EXP-06B,0.05,5,4,4,4,agent,0.952761803125,1.000000000000,0.952761803125
EXP-06B,0.05,5,3,4,4,human,0.995318822272,1.000000000000,0.995318822272
EXP-06B,0.05,5,4,4,4,human,0.995318822272,1.000000000000,0.995318822272
EXP-06B,0.05,5,3,5,5,agent,1.044064332262,1.000000000000,1.044064332262
EXP-06B,0.05,5,4,5,5,agent,1.044064332262,1.000000000000,1.044064332262
EXP-06B,0.05,5,3,5,5,human,1.013752024419,1.000000000000,1.013752024419
EXP-06B,0.05,5,4,5,5,human,1.013752024419,1.000000000000,1.013752024419
EXP-06B,0.05,5,3,7,7,agent,1.039637341915,1.000000000000,1.039637341915
EXP-06B,0.05,5,4,7,7,agent,1.039637341915,1.000000000000,1.039637341915
EXP-06B,0.05,5,3,7,7,human,0.960824748894,1.000000000000,0.960824748894
EXP-06B,0.05,5,4,7,7,human,0.960824748894,1.000000000000,0.960824748894
EXP-06B,0.05,5,3,6,6,agent,0.995662193794,1.000000000000,0.995662193794
EXP-06B,0.05,5,4,6,6a,agent,0.995662193794,1.001068119787,0.996725680285
EXP-06B,0.05,5,4,6,6b,agent,0.995662193794,1.001805429177,0.997459791370
EXP-06B,0.05,5,4,6,6c,agent,0.995662193794,0.988192641159,0.983906052987
EXP-06B,0.05,5,3,6,6,human,0.973735636597,1.000000000000,0.973735636597
EXP-06B,0.05,5,4,6,6a,human,0.973735636597,0.993113422138,0.967029930318
EXP-06B,0.05,5,4,6,6b,human,0.973735636597,0.994634898062,0.968511445646
EXP-06B,0.05,5,4,6,6c,human,0.973735636597,1.010208534679,0.983676050611
EXP-06B,0.05,6,3,1,1,agent,1.028505651516,1.000000000000,1.028505651516
EXP-06B,0.05,6,4,1,1,agent,1.028505651516,1.000000000000,1.028505651516
EXP-06B,0.05,6,3,1,1,human,1.031455291028,1.000000000000,1.031455291028
EXP-06B,0.05,6,4,1,1,human,1.031455291028,1.000000000000,1.031455291028
EXP-06B,0.05,6,3,2,2,agent,0.997254424701,1.000000000000,0.997254424701
EXP-06B,0.05,6,4,2,2,agent,0.997254424701,1.000000000000,0.997254424701
EXP-06B,0.05,6,3,2,2,human,0.975203305225,1.000000000000,0.975203305225
EXP-06B,0.05,6,4,2,2,human,0.975203305225,1.000000000000,0.975203305225
EXP-06B,0.05,6,3,3,3,agent,0.950042949699,1.000000000000,0.950042949699
EXP-06B,0.05,6,4,3,3,agent,0.950042949699,1.000000000000,0.950042949699
EXP-06B,0.05,6,3,3,3,human,1.015157608533,1.000000000000,1.015157608533
EXP-06B,0.05,6,4,3,3,human,1.015157608533,1.000000000000,1.015157608533
EXP-06B,0.05,6,3,4,4,agent,0.995780306093,1.000000000000,0.995780306093
EXP-06B,0.05,6,4,4,4,agent,0.995780306093,1.000000000000,0.995780306093
EXP-06B,0.05,6,3,4,4,human,1.025051827928,1.000000000000,1.025051827928
EXP-06B,0.05,6,4,4,4,human,1.025051827928,1.000000000000,1.025051827928
EXP-06B,0.05,6,3,5,5,agent,0.986150682789,1.000000000000,0.986150682789
EXP-06B,0.05,6,4,5,5,agent,0.986150682789,1.000000000000,0.986150682789
EXP-06B,0.05,6,3,5,5,human,1.026120271914,1.000000000000,1.026120271914
EXP-06B,0.05,6,4,5,5,human,1.026120271914,1.000000000000,1.026120271914
EXP-06B,0.05,6,3,7,7,agent,0.976285000163,1.000000000000,0.976285000163
EXP-06B,0.05,6,4,7,7,agent,0.976285000163,1.000000000000,0.976285000163
EXP-06B,0.05,6,3,7,7,human,1.029388751191,1.000000000000,1.029388751191
EXP-06B,0.05,6,4,7,7,human,1.029388751191,1.000000000000,1.029388751191
EXP-06B,0.05,6,3,6,6,agent,1.021988356646,1.000000000000,1.021988356646
EXP-06B,0.05,6,4,6,6a,agent,1.021988356646,1.000934895718,1.022943809184
EXP-06B,0.05,6,4,6,6b,agent,1.021988356646,1.004451043771,1.026537271555
EXP-06B,0.05,6,4,6,6c,agent,1.021988356646,0.992538318449,1.014362604980
EXP-06B,0.05,6,3,6,6,human,0.990190333877,1.000000000000,0.990190333877
EXP-06B,0.05,6,4,6,6a,human,0.990190333877,1.001308802098,0.991486297064
EXP-06B,0.05,6,4,6,6b,human,0.990190333877,1.007471298148,0.997588341085
EXP-06B,0.05,6,4,6,6c,human,0.990190333877,0.994296195688,0.984542481981
EXP-06B,0.05,7,3,1,1,agent,0.981294175492,1.000000000000,0.981294175492
EXP-06B,0.05,7,4,1,1,agent,0.981294175492,1.000000000000,0.981294175492
EXP-06B,0.05,7,3,1,1,human,0.964451447613,1.000000000000,0.964451447613
EXP-06B,0.05,7,4,1,1,human,0.964451447613,1.000000000000,0.964451447613
EXP-06B,0.05,7,3,2,2,agent,1.013950897021,1.000000000000,1.013950897021
EXP-06B,0.05,7,4,2,2,agent,1.013950897021,1.000000000000,1.013950897021
EXP-06B,0.05,7,3,2,2,human,0.956912215772,1.000000000000,0.956912215772
EXP-06B,0.05,7,4,2,2,human,0.956912215772,1.000000000000,0.956912215772
EXP-06B,0.05,7,3,3,3,agent,1.002342369052,1.000000000000,1.002342369052
EXP-06B,0.05,7,4,3,3,agent,1.002342369052,1.000000000000,1.002342369052
EXP-06B,0.05,7,3,3,3,human,0.985413545446,1.000000000000,0.985413545446
EXP-06B,0.05,7,4,3,3,human,0.985413545446,1.000000000000,0.985413545446
EXP-06B,0.05,7,3,4,4,agent,0.955530532438,1.000000000000,0.955530532438
EXP-06B,0.05,7,4,4,4,agent,0.955530532438,1.000000000000,0.955530532438
EXP-06B,0.05,7,3,4,4,human,0.999492757476,1.000000000000,0.999492757476
EXP-06B,0.05,7,4,4,4,human,0.999492757476,1.000000000000,0.999492757476
EXP-06B,0.05,7,3,5,5,agent,0.953571758087,1.000000000000,0.953571758087
EXP-06B,0.05,7,4,5,5,agent,0.953571758087,1.000000000000,0.953571758087
EXP-06B,0.05,7,3,5,5,human,0.992138529694,1.000000000000,0.992138529694
EXP-06B,0.05,7,4,5,5,human,0.992138529694,1.000000000000,0.992138529694
EXP-06B,0.05,7,3,7,7,agent,0.956665075635,1.000000000000,0.956665075635
EXP-06B,0.05,7,4,7,7,agent,0.956665075635,1.000000000000,0.956665075635
EXP-06B,0.05,7,3,7,7,human,0.958664199573,1.000000000000,0.958664199573
EXP-06B,0.05,7,4,7,7,human,0.958664199573,1.000000000000,0.958664199573
EXP-06B,0.05,7,3,6,6,agent,0.991232713067,1.000000000000,0.991232713067
EXP-06B,0.05,7,4,6,6a,agent,0.991232713067,0.990864601601,0.982177407327
EXP-06B,0.05,7,4,6,6b,agent,0.991232713067,0.993271132722,0.984562839699
EXP-06B,0.05,7,4,6,6c,agent,0.991232713067,1.003113581076,0.994318996484
EXP-06B,0.05,7,3,6,6,human,1.031961051925,1.000000000000,1.031961051925
EXP-06B,0.05,7,4,6,6a,human,1.031961051925,1.010981758048,1.043293798512
EXP-06B,0.05,7,4,6,6b,human,1.031961051925,1.001882702824,1.033903927912
EXP-06B,0.05,7,4,6,6c,human,1.031961051925,0.997482685462,1.029363281366
EXP-06B,0.05,8,3,1,1,agent,0.971801427677,1.000000000000,0.971801427677
EXP-06B,0.05,8,4,1,1,agent,0.971801427677,1.000000000000,0.971801427677
EXP-06B,0.05,8,3,1,1,human,1.046045141426,1.000000000000,1.046045141426
EXP-06B,0.05,8,4,1,1,human,1.046045141426,1.000000000000,1.046045141426
EXP-06B,0.05,8,3,2,2,agent,0.962087706833,1.000000000000,0.962087706833
EXP-06B,0.05,8,4,2,2,agent,0.962087706833,1.000000000000,0.962087706833
EXP-06B,0.05,8,3,2,2,human,1.019433642773,1.000000000000,1.019433642773
EXP-06B,0.05,8,4,2,2,human,1.019433642773,1.000000000000,1.019433642773
EXP-06B,0.05,8,3,3,3,agent,0.958133978836,1.000000000000,0.958133978836
EXP-06B,0.05,8,4,3,3,agent,0.958133978836,1.000000000000,0.958133978836
EXP-06B,0.05,8,3,3,3,human,0.973820245908,1.000000000000,0.973820245908
EXP-06B,0.05,8,4,3,3,human,0.973820245908,1.000000000000,0.973820245908
EXP-06B,0.05,8,3,4,4,agent,1.049908424238,1.000000000000,1.049908424238
EXP-06B,0.05,8,4,4,4,agent,1.049908424238,1.000000000000,1.049908424238
EXP-06B,0.05,8,3,4,4,human,0.970119465097,1.000000000000,0.970119465097
EXP-06B,0.05,8,4,4,4,human,0.970119465097,1.000000000000,0.970119465097
EXP-06B,0.05,8,3,5,5,agent,1.013031295362,1.000000000000,1.013031295362
EXP-06B,0.05,8,4,5,5,agent,1.013031295362,1.000000000000,1.013031295362
EXP-06B,0.05,8,3,5,5,human,0.994672641506,1.000000000000,0.994672641506
EXP-06B,0.05,8,4,5,5,human,0.994672641506,1.000000000000,0.994672641506
EXP-06B,0.05,8,3,7,7,agent,0.994075386656,1.000000000000,0.994075386656
EXP-06B,0.05,8,4,7,7,agent,0.994075386656,1.000000000000,0.994075386656
EXP-06B,0.05,8,3,7,7,human,0.998247822401,1.000000000000,0.998247822401
EXP-06B,0.05,8,4,7,7,human,0.998247822401,1.000000000000,0.998247822401
EXP-06B,0.05,8,3,6,6,agent,0.968454122545,1.000000000000,0.968454122545
EXP-06B,0.05,8,4,6,6a,agent,0.968454122545,0.990037378697,0.958805780873
EXP-06B,0.05,8,4,6,6b,agent,0.968454122545,0.993536351307,0.962194375322
EXP-06B,0.05,8,4,6,6c,agent,0.968454122545,0.988358441996,0.957179807703
EXP-06B,0.05,8,3,6,6,human,1.032340079406,1.000000000000,1.032340079406
EXP-06B,0.05,8,4,6,6a,human,1.032340079406,0.994326428907,1.026483024573
EXP-06B,0.05,8,4,6,6b,human,1.032340079406,0.997749987439,1.030017301260
EXP-06B,0.05,8,4,6,6c,human,1.032340079406,1.009856651540,1.042515495839
EXP-06B,0.05,9,3,1,1,agent,0.995058333728,1.000000000000,0.995058333728
EXP-06B,0.05,9,4,1,1,agent,0.995058333728,1.000000000000,0.995058333728
EXP-06B,0.05,9,3,1,1,human,0.986165641409,1.000000000000,0.986165641409
EXP-06B,0.05,9,4,1,1,human,0.986165641409,1.000000000000,0.986165641409
EXP-06B,0.05,9,3,2,2,agent,0.963263971695,1.000000000000,0.963263971695
EXP-06B,0.05,9,4,2,2,agent,0.963263971695,1.000000000000,0.963263971695
EXP-06B,0.05,9,3,2,2,human,1.036070521651,1.000000000000,1.036070521651
EXP-06B,0.05,9,4,2,2,human,1.036070521651,1.000000000000,1.036070521651
EXP-06B,0.05,9,3,3,3,agent,0.950612037413,1.000000000000,0.950612037413
EXP-06B,0.05,9,4,3,3,agent,0.950612037413,1.000000000000,0.950612037413
EXP-06B,0.05,9,3,3,3,human,0.999027348417,1.000000000000,0.999027348417
EXP-06B,0.05,9,4,3,3,human,0.999027348417,1.000000000000,0.999027348417
EXP-06B,0.05,9,3,4,4,agent,1.039366583490,1.000000000000,1.039366583490
EXP-06B,0.05,9,4,4,4,agent,1.039366583490,1.000000000000,1.039366583490
EXP-06B,0.05,9,3,4,4,human,0.957714956957,1.000000000000,0.957714956957
EXP-06B,0.05,9,4,4,4,human,0.957714956957,1.000000000000,0.957714956957
EXP-06B,0.05,9,3,5,5,agent,1.004188759475,1.000000000000,1.004188759475
EXP-06B,0.05,9,4,5,5,agent,1.004188759475,1.000000000000,1.004188759475
EXP-06B,0.05,9,3,5,5,human,1.010477685114,1.000000000000,1.010477685114
EXP-06B,0.05,9,4,5,5,human,1.010477685114,1.000000000000,1.010477685114
EXP-06B,0.05,9,3,7,7,agent,0.953896308503,1.000000000000,0.953896308503
EXP-06B,0.05,9,4,7,7,agent,0.953896308503,1.000000000000,0.953896308503
EXP-06B,0.05,9,3,7,7,human,0.986729143207,1.000000000000,0.986729143207
EXP-06B,0.05,9,4,7,7,human,0.986729143207,1.000000000000,0.986729143207
EXP-06B,0.05,9,3,6,6,agent,1.019297287756,1.000000000000,1.019297287756
EXP-06B,0.05,9,4,6,6a,agent,1.019297287756,1.005505588494,1.024909119176
EXP-06B,0.05,9,4,6,6b,agent,1.019297287756,0.991671199075,1.010807763563
EXP-06B,0.05,9,4,6,6c,agent,1.019297287756,0.993629166540,1.012803514489
EXP-06B,0.05,9,3,6,6,human,0.993964808050,1.000000000000,0.993964808050
EXP-06B,0.05,9,4,6,6a,human,0.993964808050,0.990553930086,0.984575746981
EXP-06B,0.05,9,4,6,6b,human,0.993964808050,1.000152945725,0.994116830718
EXP-06B,0.05,9,4,6,6c,human,0.993964808050,1.010392998331,1.004295082641
EXP-06B,0.05,10,3,1,1,agent,1.005912061175,1.000000000000,1.005912061175
EXP-06B,0.05,10,4,1,1,agent,1.005912061175,1.000000000000,1.005912061175
EXP-06B,0.05,10,3,1,1,human,0.991666324752,1.000000000000,0.991666324752
EXP-06B,0.05,10,4,1,1,human,0.991666324752,1.000000000000,0.991666324752
EXP-06B,0.05,10,3,2,2,agent,1.006585673196,1.000000000000,1.006585673196
