experiment_id,stream,dag_id,cell_id,task_count,topology_family,weight_type,target_rho_l_bin,observation_index,accepted_attempt,raw_seed,rho_l,reference_path,reference_path_weight,longest_path_count,path_multiplicity,rho_h_low,rho_h_high,weights_json,human_low_json,human_high_json,predecessors_json
EXP-08,development,exp08_development_n8_wide_layered_lognormal_00,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,0,5,380321794304750012,0.2727272727272727272727272727,t01->t02,72,1,unique,0.3,0.7,"[""12"",""60"",""12"",""48"",""24"",""24"",""36"",""48""]","[""1.584"",""7.920"",""1.386"",""5.544"",""2.772"",""2.772"",""4.158"",""5.544""]","[""3.696"",""18.480"",""0.594"",""2.376"",""1.188"",""1.188"",""1.782"",""2.376""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,development,exp08_development_n8_wide_layered_lognormal_01,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,1,4,5858637030193194004,0.2777777777777777777777777778,t01->t07,60,1,unique,0.3,0.7,"[""12"",""24"",""36"",""12"",""24"",""24"",""48"",""36""]","[""1.555"",""2.792"",""4.187"",""1.396"",""2.791"",""2.791"",""6.221"",""4.187""]","[""3.629"",""1.196"",""1.795"",""0.598"",""1.196"",""1.196"",""14.515"",""1.795""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,development,exp08_development_n8_wide_layered_lognormal_02,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,2,1,2048994501967461558,0.2857142857142857142857142857,t01->t08,72,1,unique,0.3,0.7,"[""24"",""36"",""36"",""24"",""36"",""24"",""24"",""48""]","[""3.024"",""4.234"",""4.234"",""2.822"",""4.234"",""2.822"",""2.822"",""6.048""]","[""7.056"",""1.814"",""1.814"",""1.210"",""1.814"",""1.210"",""1.210"",""14.112""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,development,exp08_development_n8_wide_layered_lognormal_03,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,3,2,12606343906740036803,0.2777777777777777777777777778,t01->t08,60,3,tied,0.3,0.7,"[""24"",""36"",""24"",""24"",""24"",""36"",""12"",""36""]","[""3.110"",""4.187"",""2.792"",""2.791"",""2.791"",""4.187"",""1.396"",""4.666""]","[""7.258"",""1.795"",""1.196"",""1.196"",""1.196"",""1.795"",""0.598"",""10.886""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,development,exp08_development_n8_wide_layered_lognormal_04,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,4,0,2141472457328323771,0.28,t01->t06,84,2,tied,0.3,0.7,"[""24"",""60"",""24"",""48"",""12"",""60"",""24"",""48""]","[""3.086"",""7.000"",""2.800"",""5.600"",""1.400"",""7.714"",""2.800"",""5.600""]","[""7.200"",""3.000"",""1.200"",""2.400"",""0.600"",""18.000"",""1.200"",""2.400""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,development,exp08_development_n8_wide_layered_lognormal_05,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,5,0,14510878293852048157,0.2857142857142857142857142857,t01->t02,48,1,unique,0.3,0.7,"[""12"",""36"",""24"",""12"",""24"",""24"",""24"",""12""]","[""1.512"",""4.536"",""2.822"",""1.411"",""2.822"",""2.823"",""2.823"",""1.411""]","[""3.528"",""10.584"",""1.210"",""0.605"",""1.209"",""1.210"",""1.209"",""0.605""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,development,exp08_development_n8_wide_layered_lognormal_06,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,6,0,16035519101373256061,0.2777777777777777777777777778,t01->t04,60,1,unique,0.3,0.7,"[""12"",""24"",""36"",""48"",""12"",""24"",""24"",""36""]","[""1.555"",""2.791"",""4.187"",""6.221"",""1.396"",""2.792"",""2.791"",""4.187""]","[""3.629"",""1.196"",""1.795"",""14.515"",""0.598"",""1.196"",""1.196"",""1.795""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,development,exp08_development_n8_wide_layered_lognormal_07,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,7,6,11115345621168183894,0.25,t01->t07,60,3,tied,0.3,0.7,"[""12"",""12"",""48"",""12"",""24"",""48"",""48"",""36""]","[""1.728"",""1.344"",""5.376"",""1.344"",""2.688"",""5.376"",""6.912"",""4.032""]","[""4.032"",""0.576"",""2.304"",""0.576"",""1.152"",""2.304"",""16.128"",""1.728""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,development,exp08_development_n8_wide_layered_lognormal_08,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,8,3,13192095429097956390,0.2692307692307692307692307692,t01->t07,84,2,tied,0.3,0.7,"[""12"",""48"",""72"",""12"",""48"",""24"",""72"",""24""]","[""1.605"",""5.517"",""8.276"",""1.379"",""5.518"",""2.759"",""9.627"",""2.759""]","[""3.744"",""2.365"",""3.547"",""0.591"",""2.365"",""1.182"",""22.464"",""1.182""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,development,exp08_development_n8_wide_layered_lognormal_09,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,9,1,8892319576791214954,0.25,t01->t07,48,3,tied,0.3,0.7,"[""12"",""36"",""36"",""12"",""24"",""24"",""36"",""12""]","[""1.728"",""4.032"",""4.032"",""1.344"",""2.688"",""2.688"",""5.184"",""1.344""]","[""4.032"",""1.728"",""1.728"",""0.576"",""1.152"",""1.152"",""12.096"",""0.576""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01""],""t06"":[""t01""],""t07"":[""t01""],""t08"":[""t01""]}"
EXP-08,development,exp08_development_n8_mixed_homogeneous_00,n8_mixed_homogeneous,8,mixed,homogeneous,medium,0,0,2182609406094968800,0.5,t01->t03->t06->t08,48,6,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.864"",""2.016"",""0.864"",""2.016"",""2.016"",""0.864"",""2.016"",""0.864""]","[""2.016"",""0.864"",""2.016"",""0.864"",""0.864"",""2.016"",""0.864"",""2.016""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t02""],""t06"":[""t02"",""t03""],""t07"":[""t02"",""t03"",""t04""],""t08"":[""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_homogeneous_01,n8_mixed_homogeneous,8,mixed,homogeneous,medium,1,0,9892174135954000567,0.5,t01->t02->t05->t08,48,5,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.864"",""0.864"",""2.016"",""2.016"",""0.864"",""2.016"",""2.016"",""0.864""]","[""2.016"",""2.016"",""0.864"",""0.864"",""2.016"",""0.864"",""0.864"",""2.016""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t02"",""t04""],""t06"":[""t02"",""t03""],""t07"":[""t03""],""t08"":[""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_homogeneous_02,n8_mixed_homogeneous,8,mixed,homogeneous,medium,2,0,15869409640170535113,0.5,t01->t04->t06->t08,48,5,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.864"",""2.016"",""2.016"",""0.864"",""2.016"",""0.864"",""2.016"",""0.864""]","[""2.016"",""0.864"",""0.864"",""2.016"",""0.864"",""2.016"",""0.864"",""2.016""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t02"",""t03""],""t06"":[""t03"",""t04""],""t07"":[""t03""],""t08"":[""t03"",""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_homogeneous_03,n8_mixed_homogeneous,8,mixed,homogeneous,medium,3,0,10406762873186395839,0.5,t01->t03->t06->t08,48,4,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.864"",""2.016"",""0.864"",""2.016"",""2.016"",""0.864"",""2.016"",""0.864""]","[""2.016"",""0.864"",""2.016"",""0.864"",""0.864"",""2.016"",""0.864"",""2.016""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t02""],""t06"":[""t03""],""t07"":[""t03"",""t04""],""t08"":[""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_homogeneous_04,n8_mixed_homogeneous,8,mixed,homogeneous,medium,4,0,14397276232572177788,0.5,t01->t04->t05->t08,48,4,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.864"",""2.016"",""2.016"",""0.864"",""0.864"",""2.016"",""2.016"",""0.864""]","[""2.016"",""0.864"",""0.864"",""2.016"",""2.016"",""0.864"",""0.864"",""2.016""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t04""],""t06"":[""t02"",""t03""],""t07"":[""t04""],""t08"":[""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_homogeneous_05,n8_mixed_homogeneous,8,mixed,homogeneous,medium,5,0,7548566644715915946,0.5,t01->t04->t05->t08,48,4,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.864"",""2.016"",""2.016"",""0.864"",""0.864"",""2.016"",""2.016"",""0.864""]","[""2.016"",""0.864"",""0.864"",""2.016"",""2.016"",""0.864"",""0.864"",""2.016""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t04""],""t06"":[""t02""],""t07"":[""t03"",""t04""],""t08"":[""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_homogeneous_06,n8_mixed_homogeneous,8,mixed,homogeneous,medium,6,0,8250879231183347006,0.5,t01->t02->t05->t08,48,4,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.864"",""0.864"",""2.016"",""2.016"",""0.864"",""2.016"",""2.016"",""0.864""]","[""2.016"",""2.016"",""0.864"",""0.864"",""2.016"",""0.864"",""0.864"",""2.016""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t02"",""t03""],""t06"":[""t04""],""t07"":[""t04""],""t08"":[""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_homogeneous_07,n8_mixed_homogeneous,8,mixed,homogeneous,medium,7,0,15134015652275411087,0.5,t01->t04->t06->t08,48,4,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.864"",""2.016"",""2.016"",""0.864"",""2.016"",""0.864"",""2.016"",""0.864""]","[""2.016"",""0.864"",""0.864"",""2.016"",""0.864"",""2.016"",""0.864"",""2.016""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t02""],""t06"":[""t04""],""t07"":[""t03"",""t04""],""t08"":[""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_homogeneous_08,n8_mixed_homogeneous,8,mixed,homogeneous,medium,8,0,16084693446905707435,0.5,t01->t04->t07->t08,48,5,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.864"",""2.016"",""2.016"",""0.864"",""2.016"",""2.016"",""0.864"",""0.864""]","[""2.016"",""0.864"",""0.864"",""2.016"",""0.864"",""0.864"",""2.016"",""2.016""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t02"",""t03""],""t06"":[""t02""],""t07"":[""t02"",""t04""],""t08"":[""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_homogeneous_09,n8_mixed_homogeneous,8,mixed,homogeneous,medium,9,0,11650820281315315591,0.5,t01->t04->t07->t08,48,5,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.864"",""2.016"",""2.016"",""0.864"",""2.016"",""2.016"",""0.864"",""0.864""]","[""2.016"",""0.864"",""0.864"",""2.016"",""0.864"",""0.864"",""2.016"",""2.016""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t03""],""t06"":[""t02""],""t07"":[""t02"",""t03"",""t04""],""t08"":[""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_lognormal_00,n8_mixed_lognormal,8,mixed,lognormal,medium,0,0,15112957089190930668,0.56,t01->t03->t06->t08,168,1,unique,0.3,0.7,"[""24"",""24"",""72"",""12"",""24"",""36"",""72"",""36""]","[""1.543"",""4.582"",""4.629"",""2.291"",""4.582"",""2.314"",""13.745"",""2.314""]","[""3.600"",""1.963"",""10.800"",""0.982"",""1.964"",""5.400"",""5.891"",""5.400""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t02"",""t03""],""t06"":[""t03"",""t04""],""t07"":[""t04""],""t08"":[""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_lognormal_01,n8_mixed_lognormal,8,mixed,lognormal,medium,1,0,9516161190318588158,0.5714285714285714285714285714,t01->t02->t05->t08,144,3,tied,0.3,0.7,"[""24"",""24"",""24"",""24"",""60"",""24"",""36"",""36""]","[""1.512"",""1.512"",""4.704"",""4.704"",""3.780"",""4.704"",""7.056"",""2.268""]","[""3.528"",""3.528"",""2.016"",""2.016"",""8.820"",""2.016"",""3.024"",""5.292""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t02"",""t03"",""t04""],""t06"":[""t03""],""t07"":[""t03""],""t08"":[""t01"",""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_lognormal_02,n8_mixed_lognormal,8,mixed,lognormal,medium,2,0,16081932079488885078,0.5,t01->t04->t06->t08,132,1,unique,0.3,0.7,"[""12"",""24"",""24"",""72"",""36"",""24"",""48"",""24""]","[""0.864"",""4.032"",""4.032"",""5.184"",""6.048"",""1.728"",""8.064"",""1.728""]","[""2.016"",""1.728"",""1.728"",""12.096"",""2.592"",""4.032"",""3.456"",""4.032""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t02""],""t06"":[""t03"",""t04""],""t07"":[""t02"",""t03""],""t08"":[""t03"",""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_lognormal_03,n8_mixed_lognormal,8,mixed,lognormal,medium,3,1,13807832589214129371,0.5555555555555555555555555556,t01->t03->t06->t08,120,1,unique,0.3,0.7,"[""24"",""24"",""48"",""24"",""24"",""24"",""24"",""24""]","[""1.555"",""4.536"",""3.111"",""4.536"",""4.536"",""1.555"",""4.536"",""1.555""]","[""3.629"",""1.944"",""7.257"",""1.944"",""1.944"",""3.629"",""1.944"",""3.629""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t02""],""t06"":[""t03""],""t07"":[""t01"",""t04""],""t08"":[""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_lognormal_04,n8_mixed_lognormal,8,mixed,lognormal,medium,4,1,16730600645408066043,0.5714285714285714285714285714,t01->t03->t06->t08,144,2,tied,0.3,0.7,"[""12"",""48"",""36"",""36"",""12"",""72"",""12"",""24""]","[""0.756"",""9.408"",""2.268"",""7.056"",""2.352"",""4.536"",""2.352"",""1.512""]","[""1.764"",""4.032"",""5.292"",""3.024"",""1.008"",""10.584"",""1.008"",""3.528""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t02"",""t03""],""t06"":[""t03"",""t04""],""t07"":[""t02"",""t03""],""t08"":[""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_lognormal_05,n8_mixed_lognormal,8,mixed,lognormal,medium,5,7,10524546991614976545,0.5882352941176470588235294118,t01->t03->t06->t08,120,2,tied,0.3,0.7,"[""36"",""12"",""36"",""12"",""24"",""36"",""36"",""12""]","[""2.203"",""2.448"",""2.203"",""2.448"",""4.896"",""2.203"",""7.344"",""0.735""]","[""5.141"",""1.049"",""5.141"",""1.049"",""2.098"",""5.141"",""3.148"",""1.713""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t02""],""t06"":[""t03"",""t04""],""t07"":[""t03""],""t08"":[""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_lognormal_06,n8_mixed_lognormal,8,mixed,lognormal,medium,6,2,10183651641230216620,0.5238095238095238095238095238,t01->t03->t05->t08,132,1,unique,0.3,0.7,"[""12"",""36"",""48"",""24"",""48"",""24"",""36"",""24""]","[""0.825"",""6.350"",""3.299"",""4.234"",""3.299"",""4.234"",""6.350"",""1.649""]","[""1.924"",""2.722"",""7.698"",""1.814"",""7.697"",""1.814"",""2.722"",""3.849""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t02"",""t03""],""t06"":[""t03""],""t07"":[""t03"",""t04""],""t08"":[""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_lognormal_07,n8_mixed_lognormal,8,mixed,lognormal,medium,7,0,7205474305872875195,0.5625,t01->t04->t06->t08,108,1,unique,0.3,0.7,"[""24"",""12"",""24"",""36"",""36"",""36"",""12"",""12""]","[""1.536"",""2.304"",""4.608"",""2.304"",""6.912"",""2.304"",""2.304"",""0.768""]","[""3.584"",""0.987"",""1.975"",""5.376"",""2.962"",""5.376"",""0.988"",""1.792""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t02""],""t06"":[""t03"",""t04""],""t07"":[""t04""],""t08"":[""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_lognormal_08,n8_mixed_lognormal,8,mixed,lognormal,medium,8,0,2714947435473021489,0.5789473684210526315789473684,t01->t04->t06->t08,132,3,tied,0.3,0.7,"[""24"",""36"",""36"",""12"",""12"",""36"",""12"",""60""]","[""1.492"",""7.182"",""7.182"",""0.746"",""2.394"",""2.239"",""2.394"",""3.731""]","[""3.482"",""3.078"",""3.078"",""1.741"",""1.026"",""5.223"",""1.026"",""8.706""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t02"",""t03""],""t06"":[""t04""],""t07"":[""t01"",""t04""],""t08"":[""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_mixed_lognormal_09,n8_mixed_lognormal,8,mixed,lognormal,medium,9,0,7938070307976812967,0.5,t01->t03->t05->t08,96,2,tied,0.3,0.7,"[""12"",""36"",""24"",""24"",""36"",""24"",""12"",""24""]","[""0.864"",""6.048"",""1.728"",""4.032"",""2.592"",""4.032"",""2.016"",""1.728""]","[""2.016"",""2.592"",""4.032"",""1.728"",""6.048"",""1.728"",""0.864"",""4.032""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t01""],""t05"":[""t01"",""t03"",""t04""],""t06"":[""t04""],""t07"":[""t02""],""t08"":[""t03"",""t05"",""t06"",""t07""]}"
EXP-08,development,exp08_development_n8_chain_like_homogeneous_00,n8_chain_like_homogeneous,8,chain_like,homogeneous,high,0,0,5639462065765306986,0.75,t01->t03->t04->t06->t07->t08,72,3,tied,0.3,0.7,"[""12"",""12"",""12"",""12"",""12"",""12"",""12"",""12""]","[""0.576"",""4.032"",""0.576"",""0.576"",""4.032"",""0.576"",""0.576"",""0.576""]","[""1.344"",""1.728"",""1.344"",""1.344"",""1.728"",""1.344"",""1.344"",""1.344""]","{""t01"":[],""t02"":[""t01""],""t03"":[""t01""],""t04"":[""t02"",""t03""],""t05"":[""t03""],""t06"":[""t04"",""t05""],""t07"":[""t06""],""t08"":[""t07""]}"
